Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, H_2802, X, X2, X3;64.09 + 1.348*S_2802 + 0.361*H_2802 + 0.359*X + 0.868*X2 + 0.232*X3;OMP5;0.6227611361044297;0.7824120189247606;81.08108108108108
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;82.795 + 1.02*S_2802 + 0.266*Smax + 0.249*H_2802 + 0.515*X + 0.297*X1 + 0.503*X2 + 0.238*X3 - 0.148*Xs;BayesianRidge;0.6311938117833902;0.7756251491322044;81.08108108108108
S_2802, H_2802, X, X2, X3;125.754 + 1.249*S_2802 + 0.177*H_2802 + 0.272*X + 0.62*X2 + 0.199*X3;Lars5;0.6349465483125906;0.7725560696712745;75.67567567567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;124.054 + 1.36*S_2802 - 0.001*Smax + 0.164*H_2802 + 0.224*X + 0.01*X1 + 0.795*X2 + 0.173*X3 + 0.011*Xs;ARDRegression;0.6369245140149487;0.7709261725008573;78.37837837837837
S_2802, X, X3;158.509 + 1.334*S_2802 + 0.302*X + 0.316*X3;OMP3;0.6418819193526798;0.7668034960849617;75.67567567567568
S_2802, X, X2, X3;134.028 + 1.351*S_2802 + 0.251*X + 0.893*X2 + 0.295*X3;OMP4;0.6427499990066045;0.7660760006533359;75.67567567567568
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;55.164 + 1.366*S_2802 - 0.031*Smax + 0.347*H_2802 + 0.876*X + 0.644*X1 + 0.392*X2 + 0.223*X3 - 0.453*Xs;Ridge;0.6525855173714079;0.7577150800380654;64.86486486486487
S_2802, Smax, H_2802, X, X1, X2, X3;125.462 + 0.698*S_2802 + 0.394*Smax + 0.15*H_2802 + 0.331*X + 0.122*X1 + 0.362*X2 + 0.22*X3;ElasticNet;0.6565650788965988;0.7542693797135762;70.27027027027027
S_2802, X, X2, X3;184.77 + 1.154*S_2802 + 0.189*X + 0.384*X2 + 0.168*X3;Lars4;0.6616544654793669;0.7498088878582417;78.37837837837837
S_2802, X3;183.859 + 1.471*S_2802 + 0.302*X3;OMP2;0.6669853971625461;0.7450707885643623;72.97297297297297
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;1.113 + 1.323*S_2802 + 0.091*Smax + 0.53*H_2802 + 1.013*X + 0.77*X1 + 0.282*X2 + 0.252*X3 - 0.528*Xs;HuberRegressor;0.6686100468122674;0.7436132094723019;62.16216216216216
S_2802, X, X2, X3;201.351 + 1.089*S_2802 + 0.169*X + 0.217*X2 + 0.126*X3;Lasso;0.6741429960843346;0.7386008535267454;70.27027027027027
S_2802, X, X2, X3;201.351 + 1.089*S_2802 + 0.169*X + 0.217*X2 + 0.126*X3;LassoLars;0.6741431964247199;0.7386006706700594;70.27027027027027
S_2802, H_2802, X1, X2, X3, Xs;130.796 + 1.267*S_2802 + 0.07*H_2802 + 0.068*X1 + 0.827*X2 + 0.202*X3 + 0.196*Xs;QuantileRegressor;0.674968914696822;0.737846165669372;70.27027027027027
S_2802;227.07 + 1.477*S_2802;OMP1;0.693639201319391;0.72032260716501;75.67567567567568
S_2802, X, X3;222.962 + 1.005*S_2802 + 0.143*X + 0.072*X3;Lars3;0.6946880929412119;0.719311096484478;70.27027027027027
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;0.013 + 0.485*S_2802 + 0.384*Smax + 0.571*H_2802 + 0.475*X + 0.13*X1 + 0.294*X2 + 0.299*X3 + 0.265*Xs;SGDRegressor;0.7060439184873025;0.7081680486770745;70.27027027027027
S_2802, X;241.818 + 0.909*S_2802 + 0.097*X;Lars2;0.7279617310586644;0.6856177638553954;62.16216216216216
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;40.188 + 1.454*S_2802 - 0.098*Smax + 0.388*H_2802 + 1.294*X + 1.084*X1 + 0.086*X2 + 0.215*X3 - 0.838*Xs;LinearRegression;0.7337687741304598;0.679399283272423;54.054054054054056
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;81.486 + 0.725*S_2802 + 0.628*Smax + 0.123*H_2802 + 1.167*X + 1.109*X1 + 0.462*X2 + 0.227*X3 - 0.837*Xs;TheilSenRegressor;0.7546899853532036;0.6560815696295554;59.45945945945946
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;0.015 + 1.19*S_2802 + 0.356*Smax + 0.514*H_2802 + 0.771*X + 0.41*X1 + 0.633*X2 + 0.057*X3 - 0.33*Xs;PassiveAggressiveRegressor;0.7885208956256368;0.6150079651205695;56.75675675675676
S_2802;260.659 + 0.684*S_2802;Lars1;0.7942762552650792;0.6075567712749836;54.054054054054056
